id,lingua,categoria,livello,fase,persona,territorio,regione,domanda,keyword,ricerche_anno
OBS-I-55ddfa1f-IT,it,mare,internal,hotel,,Amalfi,Campania,quali sono i migliori hotel ad Amalfi?,hotel amalfi,115800
OBS-I-5604200e-IT,it,mare,internal,organizzazione,,Costa dei Trabocchi,Abruzzo,cosa vedere e cosa fare in zona Costa dei Trabocchi?,costa dei trabocchi cosa vedere,5040
OBS-I-56bfabc8-EN,en,mare,internal,hotel,,Monopoli,Puglia,what are the best hotels in Monopoli?,hotels in monopoli,248300
OBS-I-5747c842-EN,en,mare,internal,hotel,,Marina di Camerota,Campania,what are the best hotels in Marina di Camerota?,marina di camerota hotels,61290
OBS-I-5771a798-EN,en,mare,internal,hotel,,Maratea,Basilicata,what are the best hotels in Maratea?,hotels in maratea,38700
OBS-I-589aaec5-IT,it,mare,internal,hotel,,Santa Marinella,Lazio,quali sono i migliori hotel a Santa Marinella?,hotel santa marinella,13920
OBS-I-58acded4-IT,it,mare,internal,hotel,,Policoro,Basilicata,quali sono i migliori hotel a Policoro?,hotel policoro,16220
OBS-I-593e8302-IT,it,mare,internal,hotel,,Ugento,Puglia,quali sono i migliori hotel a Ugento?,hotel ugento,5500
OBS-I-5960ea45-IT,it,mare,internal,hotel,famiglie,Rimini,Emilia-Romagna,quali sono i migliori hotel per famiglie a Rimini?,family hotel rimini,24030
OBS-I-59b75327-EN,en,mare,internal,hotel,,Sabaudia,Lazio,what are the best hotels in Sabaudia?,sabaudia hotels,32960
OBS-I-5a8befba-EN,en,mare,internal,organizzazione,,Jesolo,Veneto,what to see in Jesolo?,things to do in jesolo,1880
OBS-I-5ab38145-IT,it,mare,internal,hotel,,Portofino,Liguria,quali sono i migliori hotel a Portofino?,hotel portofino,58500
OBS-I-5ae05804-IT,it,mare,internal,hotel,,Sestri Levante,Liguria,quali sono i migliori hotel a Sestri Levante?,hotel sestri levante,57000
OBS-I-5afa1566-EN,en,mare,internal,hotel,,Marina di Ravenna,Emilia-Romagna,what are the best hotels in Marina di Ravenna?,marina di ravenna hotels,20600
OBS-I-5c5f2c32-IT,it,mare,internal,hotel,,Terracina,Lazio,quali sono i migliori hotel a Terracina?,hotel terracina,37680
OBS-I-5c96cc00-IT,it,mare,internal,hotel,,Silvi,Abruzzo,quali sono i migliori hotel a Silvi?,hotel silvi,14620
OBS-I-5cf4c112-IT,it,mare,internal,organizzazione,,Montalto di Castro,Lazio,cosa vedere a Montalto di Castro?,cosa vedere montalto di castro,1420
OBS-I-5e49fdc9-IT,it,mare,internal,hotel,,Bibbona,Toscana,quali sono i migliori hotel a Bibbona?,hotel bibbona,2680
OBS-I-5f1375f4-EN,en,mare,internal,hotel,,Vieste,Puglia,what are the best hotels in Vieste?,vieste hotels,1870
OBS-I-611200a1-EN,en,mare,internal,hotel,,Sanremo,Liguria,what are the best hotels in Sanremo?,hotels in sanremo,42500
OBS-I-618763dd-IT,it,mare,internal,organizzazione,,Santa Teresa Gallura,Sardegna,cosa vedere a Santa Teresa Gallura?,cosa vedere santa teresa gallura,3440
OBS-I-61af06a7-IT,it,mare,internal,hotel,,Polignano a Mare,Puglia,quali sono i migliori hotel a Polignano a Mare?,hotel polignano a mare,41500
OBS-I-6231cd5d-EN,en,mare,internal,organizzazione,,Riccione,Emilia-Romagna,what to see in Riccione?,things to do in riccione,1310
OBS-I-628b3ae3-EN,en,mare,internal,hotel,,Cattolica,Emilia-Romagna,what are the best hotels in Cattolica?,hotels in cattolica,2180
OBS-I-62e654a7-EN,en,mare,internal,hotel,,Numana,Marche,what are the best hotels in Numana?,numana hotels,27700
OBS-I-62f73c0d-IT,it,mare,internal,hotel,,Portopiccolo,Friuli-Venezia Giulia,quali sono i migliori hotel a Portopiccolo?,hotel portopiccolo,3460
OBS-I-63e51455-IT,it,mare,internal,hotel,lusso,San Vito Lo Capo,Sicilia,quali sono i migliori hotel di lusso a San Vito Lo Capo?,hotel 5 stelle san vito lo capo,2000
OBS-I-64c222de-IT,it,mare,internal,organizzazione,,Senigallia,Marche,cosa vedere a Senigallia?,cosa vedere senigallia,11430
OBS-I-64e10faf-EN,en,mare,internal,hotel,,San Teodoro,Sardegna,what are the best hotels in San Teodoro?,hotels in san teodoro,42680
OBS-I-65e91f5b-IT,it,mare,internal,organizzazione,,Alassio,Liguria,cosa vedere ad Alassio?,cosa vedere alassio,5880
OBS-I-6688cda4-IT,it,mare,internal,hotel,,Monte Argentario,Toscana,quali sono i migliori hotel a Monte Argentario?,hotel monte argentario,4780
OBS-I-66d803ba-IT,it,mare,internal,hotel,economici,Alassio,Liguria,quali sono i migliori hotel economici ad Alassio?,hotel economici alassio,4670
OBS-I-66db94e5-EN,en,mare,internal,hotel,,Ugento,Puglia,what are the best hotels in Ugento?,ugento hotels,6790
OBS-I-6738e903-IT,it,mare,internal,organizzazione,,Ischia,Campania,cosa vedere a Ischia?,cosa vedere a ischia,25200
OBS-I-67bddbd7-IT,it,mare,internal,organizzazione,,Riccione,Emilia-Romagna,cosa vedere a Riccione?,cosa vedere a riccione,9770
OBS-I-68464126-EN,en,mare,internal,organizzazione,,Procida,Campania,what to see in Procida?,things to do in procida,4020
OBS-I-68b29f26-EN,en,mare,internal,hotel,lusso,Amalfi,Campania,what are the best luxury hotels in Amalfi?,luxury hotels in amalfi,79300
OBS-I-68ec6b4c-IT,it,mare,internal,organizzazione,,Follonica,Toscana,cosa vedere a Follonica?,cosa vedere follonica,7530
OBS-I-68f921f7-EN,en,mare,internal,hotel,,San Felice Circeo,Lazio,what are the best hotels in San Felice Circeo?,san felice circeo hotels,23460
OBS-I-694e4856-IT,it,mare,internal,hotel,,Anzio,Lazio,quali sono i migliori hotel ad Anzio?,hotel anzio,14840
OBS-I-69db9c49-EN,en,mare,internal,organizzazione,,Sestri Levante,Liguria,what to see in Sestri Levante?,things to do in sestri levante,1750
OBS-I-6a2d476a-EN,en,mare,internal,hotel,,Rodi Garganico,Puglia,what are the best hotels in Rodi Garganico?,rodi garganico hotels,34090
OBS-I-6a3541cd-EN,en,mare,internal,hotel,,Capo Vaticano,Calabria,what are the best hotels in Capo Vaticano?,capo vaticano hotels,28700
OBS-I-6a816ed6-IT,it,mare,internal,organizzazione,,Monterosso al Mare,Liguria,cosa vedere a Monterosso al Mare?,cosa fare a monterosso al mare,1550
OBS-I-6aed82c6-EN,en,mare,internal,hotel,famiglie,Jesolo,Veneto,what are the best family-friendly hotels in Jesolo?,jesolo family hotels,2010
OBS-I-6bd11d01-IT,it,mare,internal,hotel,,Caorle,Veneto,quali sono i migliori hotel a Caorle?,hotel caorle,100100
OBS-I-6c605169-IT,it,mare,internal,hotel,animali,Jesolo,Veneto,quali sono i migliori hotel che accettano animali a Jesolo?,hotel pet friendly jesolo,2150
OBS-I-6c849326-IT,it,mare,internal,organizzazione,,Castellabate,Campania,cosa vedere a Castellabate?,castellabate cosa vedere,7860
OBS-I-6d1db205-EN,en,mare,internal,organizzazione,,Salento,Puglia,what to see and do around Salento?,things to do salento,5570
OBS-I-6d66cd82-EN,en,mare,internal,hotel,,Viareggio,Toscana,what are the best hotels in Viareggio?,hotels in viareggio,14960
OBS-I-6deb600e-IT,it,mare,internal,organizzazione,,Costiera Amalfitana,Campania,cosa vedere e cosa fare in zona Costiera Amalfitana?,cosa vedere costiera amalfitana,33900
OBS-I-6df2a3a3-EN,en,mare,internal,hotel,,Vico del Gargano,Puglia,what are the best hotels in Vico del Gargano?,vico del gargano hotels,2710
OBS-I-6df55583-EN,en,mare,internal,hotel,lusso,Rimini,Emilia-Romagna,what are the best luxury hotels in Rimini?,5 star hotels in rimini,1970
OBS-I-6e378643-IT,it,mare,internal,hotel,economici,Fano,Marche,quali sono i migliori hotel economici a Fano?,hotel economici fano,2700
OBS-I-6e4dab2a-EN,en,mare,internal,hotel,famiglie,Riccione,Emilia-Romagna,what are the best family-friendly hotels in Riccione?,riccione family hotels,44380
OBS-I-6ebe60ac-EN,en,mare,internal,hotel,,Sestri Levante,Liguria,what are the best hotels in Sestri Levante?,sestri levante hotels,5770
OBS-I-6f5b81fe-IT,it,mare,internal,organizzazione,,Cervia,Emilia-Romagna,cosa vedere a Cervia?,cosa vedere a cervia,8190
OBS-I-6f89dc9e-IT,it,mare,internal,organizzazione,,Marina di Camerota,Campania,cosa vedere a Marina di Camerota?,cosa vedere marina di camerota,4320
OBS-I-7030882e-IT,it,mare,internal,hotel,,Capri,Campania,quali sono i migliori hotel a Capri?,hotel capri,162700
OBS-I-70530831-EN,en,mare,internal,organizzazione,,Chia,Sardegna,what to see in Chia?,what to do in chia,20400
OBS-I-70a588cf-IT,it,mare,internal,hotel,,Capaccio Paestum,Campania,quali sono i migliori hotel a Capaccio Paestum?,hotel capaccio paestum,6320
OBS-I-70b25ca0-IT,it,mare,internal,hotel,,Porto Ercole,Toscana,quali sono i migliori hotel a Porto Ercole?,hotel porto ercole,13260
OBS-I-71faf0fd-IT,it,mare,internal,hotel,economici,Pesaro,Marche,quali sono i migliori hotel economici a Pesaro?,hotel economici pesaro,5190
OBS-I-723f18a1-IT,it,mare,internal,hotel,,Alba Adriatica,Abruzzo,quali sono i migliori hotel ad Alba Adriatica?,hotel alba adriatica,88600
OBS-I-72825290-IT,it,mare,internal,organizzazione,,Orosei,Sardegna,cosa vedere a Orosei?,cosa vedere orosei,4550
OBS-I-72a6fe16-EN,en,mare,internal,organizzazione,,Monterosso al Mare,Liguria,what to see in Monterosso al Mare?,things to do in monterosso al mare,6710
OBS-I-72cfd305-IT,it,mare,internal,hotel,economici,Capri,Campania,quali sono i migliori hotel economici a Capri?,hotel economici capri,5600
OBS-I-73e288b3-IT,it,mare,internal,hotel,lusso,Rimini,Emilia-Romagna,quali sono i migliori hotel di lusso a Rimini?,hotel 5 stelle rimini,10300
OBS-I-75349560-EN,en,mare,internal,organizzazione,,Chioggia,Veneto,what to see in Chioggia?,things to do in chioggia,1480
OBS-I-75c17656-EN,en,mare,internal,organizzazione,,Piombino; Populonia ,Toscana,what to see in Piombino?,things to do in piombino,1260
OBS-I-7660273f-IT,it,mare,internal,organizzazione,,Monfalcone,Friuli-Venezia Giulia,cosa vedere a Monfalcone?,monfalcone cosa vedere,2910
OBS-I-770f6444-IT,it,mare,internal,hotel,,Campomarino,Molise,quali sono i migliori hotel a Campomarino?,hotel campomarino,9570
OBS-I-778fa181-IT,it,mare,internal,hotel,,Santa Severa,Lazio,quali sono i migliori hotel a Santa Severa?,hotel santa severa,4140
OBS-I-7791c846-EN,en,mare,internal,hotel,lusso,Monopoli,Puglia,what are the best luxury hotels in Monopoli?,monopoli luxury hotels,1400
OBS-I-77b6c43e-IT,it,mare,internal,hotel,lusso,Alghero,Sardegna,quali sono i migliori hotel di lusso ad Alghero?,hotel 5 stelle alghero,2300
OBS-I-77cc9d20-EN,en,mare,internal,organizzazione,,Pescara,Abruzzo,what to see in Pescara?,things to do in pescara,11560
OBS-I-7849fcd8-IT,it,mare,internal,organizzazione,,Punta Ala,Toscana,cosa vedere a Punta Ala?,cosa vedere punta ala,2880
OBS-I-7a8c834d-IT,it,mare,internal,organizzazione,,Fondi,Lazio,cosa vedere a Fondi?,cosa vedere a fondi,1620
OBS-I-7aae9486-IT,it,mare,internal,organizzazione,,Alghero,Sardegna,cosa vedere ad Alghero?,cosa vedere alghero,19110
OBS-I-7b1d6162-IT,it,mare,internal,hotel,,Grottammare,Marche,quali sono i migliori hotel a Grottammare?,hotel grottammare,54200
OBS-I-7b59f483-IT,it,mare,internal,hotel,,San Nicola Arcella,Calabria,quali sono i migliori hotel a San Nicola Arcella?,hotel san nicola arcella,6870
OBS-I-7b7836a7-EN,en,mare,internal,organizzazione,,Rimini,Emilia-Romagna,what to see in Rimini?,what to do in rimini,13350
OBS-I-7c4fb578-IT,it,mare,internal,hotel,lusso,Cattolica,Emilia-Romagna,quali sono i migliori hotel di lusso a Cattolica?,hotel 5 stelle cattolica,2800
OBS-I-7d2f28f7-IT,it,mare,internal,organizzazione,,Alba Adriatica,Abruzzo,cosa vedere ad Alba Adriatica?,cosa vedere alba adriatica,3500
OBS-I-7d6b66ad-EN,en,mare,internal,hotel,,Gabicce Mare,Marche,what are the best hotels in Gabicce Mare?,hotels in gabicce mare,1150
OBS-I-7de05882-IT,it,mare,internal,hotel,lusso,Alassio,Liguria,quali sono i migliori hotel di lusso ad Alassio?,hotel 5 stelle alassio,2390
OBS-I-7def96ca-EN,en,mare,internal,hotel,,Rimini,Emilia-Romagna,what are the best hotels in Rimini?,hotels in rimini,280200
OBS-I-7e25052b-IT,it,mare,internal,organizzazione,,San Felice Circeo,Lazio,cosa vedere a San Felice Circeo?,san felice circeo cosa vedere,3660
OBS-I-7e97459f-EN,en,mare,internal,organizzazione,,Gaeta,Lazio,what to see in Gaeta?,things to do in gaeta,3140
OBS-I-7e9dc7a3-IT,it,mare,internal,organizzazione,,Diano Marina,Liguria,cosa vedere a Diano Marina?,diano marina cosa vedere,4760
OBS-I-7eee1a6b-IT,it,mare,internal,organizzazione,,Praiano,Campania,cosa vedere a Praiano?,praiano cosa vedere,1540
OBS-I-7fed41e7-IT,it,mare,internal,organizzazione,,Laigueglia,Liguria,cosa vedere a Laigueglia?,cosa vedere laigueglia,3600
OBS-I-80786595-IT,it,mare,internal,hotel,,Zambrone,Calabria,quali sono i migliori hotel a Zambrone?,hotel zambrone,2560
OBS-I-80ca3f7c-EN,en,mare,internal,hotel,,Tropea,Calabria,what are the best hotels in Tropea?,hotels in tropea,155300
OBS-I-818dfe6b-IT,it,mare,internal,hotel,famiglie,Grottammare,Marche,quali sono i migliori hotel per famiglie a Grottammare?,family hotel grottammare,1560
OBS-I-81a5ea3c-IT,it,mare,internal,hotel,lusso,Amalfi,Campania,quali sono i migliori hotel di lusso ad Amalfi?,hotel 5 stelle amalfi,1430
OBS-I-81ee18b3-IT,it,mare,internal,hotel,economici,Ischia,Campania,quali sono i migliori hotel economici a Ischia?,hotel economici ischia,4830
OBS-I-820a3a1b-IT,it,mare,internal,hotel,economici,Forte dei Marmi,Toscana,quali sono i migliori hotel economici a Forte dei Marmi?,hotel economici forte dei marmi,2850
OBS-I-822da089-IT,it,mare,internal,hotel,,Forio,Campania,quali sono i migliori hotel a Forio?,hotel forio,9300
OBS-I-823915f2-IT,it,mare,internal,hotel,famiglie,Cesenatico,Emilia-Romagna,quali sono i migliori hotel per famiglie a Cesenatico?,family hotel cesenatico,18060
OBS-I-82bb7047-EN,en,mare,internal,hotel,,Costa Smeralda,Sardegna,where to stay near Costa Smeralda?,where to stay costa smeralda,1570
OBS-I-82c967c3-IT,it,mare,internal,organizzazione,,Anzio,Lazio,cosa vedere ad Anzio?,cosa vedere anzio,3680
OBS-I-82fad7d1-IT,it,mare,internal,organizzazione,,Cattolica,Emilia-Romagna,cosa vedere a Cattolica?,cosa vedere a cattolica,6990
OBS-I-831ba44e-IT,it,mare,internal,hotel,,Praiano,Campania,quali sono i migliori hotel a Praiano?,hotel praiano,8770
OBS-I-8343c1c1-IT,it,mare,internal,hotel,lusso,Santa Margherita Ligure,Liguria,quali sono i migliori hotel di lusso a Santa Margherita Ligure?,hotel 5 stelle santa margherita ligure,2450
OBS-I-8343eece-EN,en,mare,internal,organizzazione,,Amalfi,Campania,what to see in Amalfi?,things to do in amalfi,54600
OBS-I-8349f15e-IT,it,mare,internal,hotel,famiglie,Riccione,Emilia-Romagna,quali sono i migliori hotel per famiglie a Riccione?,family hotel riccione,42320
OBS-I-83d72c45-IT,it,mare,internal,hotel,famiglie,Senigallia,Marche,quali sono i migliori hotel per famiglie a Senigallia?,family hotel senigallia,4990
OBS-I-84240fc9-IT,it,mare,internal,organizzazione,,Bibione,Veneto,cosa vedere a Bibione?,cosa fare a bibione,2620
OBS-I-8426b4a7-EN,en,mare,internal,hotel,,Ischia,Campania,what are the best hotels in Ischia?,hotels in ischia,221000
OBS-I-845718c0-IT,it,mare,internal,hotel,famiglie,Alassio,Liguria,quali sono i migliori hotel per famiglie ad Alassio?,family hotel alassio,1410
OBS-I-8503fb74-IT,it,mare,internal,hotel,lusso,Caorle,Veneto,quali sono i migliori hotel di lusso a Caorle?,hotel 5 stelle caorle,2560
OBS-I-85695053-IT,it,mare,internal,hotel,,Rapallo,Liguria,quali sono i migliori hotel a Rapallo?,hotel rapallo,60200
OBS-I-85eb6d81-EN,en,mare,internal,hotel,lusso,Portofino,Liguria,what are the best luxury hotels in Portofino?,luxury hotels in portofino,17500
OBS-I-85f923a3-IT,it,mare,internal,hotel,,Diano Marina,Liguria,quali sono i migliori hotel a Diano Marina?,hotel diano marina,92800
OBS-I-8648e55b-IT,it,mare,internal,hotel,,Civitanova Marche,Marche,quali sono i migliori hotel a Civitanova Marche?,hotel civitanova marche,39900
OBS-I-86880fa2-IT,it,mare,internal,hotel,famiglie,Alba Adriatica,Abruzzo,quali sono i migliori hotel per famiglie ad Alba Adriatica?,family hotel alba adriatica,4180
OBS-I-869aff09-EN,en,mare,internal,hotel,,Santa Teresa Gallura,Sardegna,what are the best hotels in Santa Teresa Gallura?,santa teresa gallura hotels,4660
OBS-I-86d66eac-IT,it,mare,internal,hotel,,Castagneto Carducci,Toscana,quali sono i migliori hotel a Castagneto Carducci?,hotel castagneto carducci,8840
OBS-I-8701fe1e-IT,it,mare,internal,organizzazione,,Gallipoli,Puglia,cosa vedere a Gallipoli?,cosa vedere a gallipoli,15380
OBS-I-87f28fd6-IT,it,mare,internal,hotel,lusso,Cesenatico,Emilia-Romagna,quali sono i migliori hotel di lusso a Cesenatico?,hotel 5 stelle cesenatico,3720
OBS-I-883a848e-IT,it,mare,internal,hotel,,Taormina,Sicilia,quali sono i migliori hotel a Taormina?,hotel taormina,137400
OBS-I-883e69f2-EN,en,mare,internal,hotel,,Santa Margherita Ligure,Liguria,what are the best hotels in Santa Margherita Ligure?,hotels in santa margherita ligure,12920
OBS-I-88adb1b2-IT,it,mare,internal,hotel,lusso,Pescara,Abruzzo,quali sono i migliori hotel di lusso a Pescara?,hotel 5 stelle pescara,2040
OBS-I-89150fb8-EN,en,mare,internal,hotel,,Eraclea Mare,Veneto,what are the best hotels in Eraclea Mare?,eraclea mare hotels,6600
OBS-I-896484b8-IT,it,mare,internal,hotel,lusso,Riccione,Emilia-Romagna,quali sono i migliori hotel di lusso a Riccione?,hotel 5 stelle riccione,14860
OBS-I-8b976377-IT,it,mare,internal,organizzazione,,Arzachena,Sardegna,cosa vedere ad Arzachena?,cosa vedere arzachena,4870
OBS-I-8c5388fa-IT,it,mare,internal,hotel,lusso,Gallipoli,Puglia,quali sono i migliori hotel di lusso a Gallipoli?,hotel 5 stelle gallipoli,1810
OBS-I-8cbb4f86-IT,it,mare,internal,hotel,,Scalea,Calabria,quali sono i migliori hotel a Scalea?,hotel scalea,15270
OBS-I-8cc999b9-IT,it,mare,internal,organizzazione,,Ortona,Abruzzo,cosa vedere a Ortona?,cosa vedere ortona,17320
OBS-I-8d0a6870-IT,it,mare,internal,organizzazione,,Portofino,Liguria,cosa vedere a Portofino?,cosa vedere a portofino,7390
OBS-I-8d28ae27-EN,en,mare,internal,hotel,,Ortona,Abruzzo,what are the best hotels in Ortona?,ortona hotels,6760
OBS-I-8d35b8b1-IT,it,mare,internal,hotel,,Marina di Castagneto Carducci,Toscana,quali sono i migliori hotel a Marina di Castagneto Carducci?,hotel marina di castagneto carducci,8790
OBS-I-8da143d1-EN,en,mare,internal,hotel,,Sperlonga,Lazio,what are the best hotels in Sperlonga?,hotels in sperlonga,7810
OBS-I-8ddabde1-IT,it,mare,internal,hotel,economici,Terracina,Lazio,quali sono i migliori hotel economici a Terracina?,hotel economici terracina,1630
OBS-I-8ddbf18b-IT,it,mare,internal,organizzazione,,Lerici; Tellaro ,Liguria,cosa vedere a Lerici?,cosa vedere lerici,17630
OBS-I-8eafffa0-IT,it,mare,internal,hotel,,Pesaro,Marche,quali sono i migliori hotel a Pesaro?,hotel pesaro,47900
OBS-I-8f0a37af-EN,en,mare,internal,hotel,,Paraggi,Liguria,what are the best hotels in Paraggi?,paraggi hotels,2420
OBS-I-8f8ca40f-IT,it,mare,internal,hotel,,Cesenatico,Emilia-Romagna,quali sono i migliori hotel a Cesenatico?,hotel cesenatico,162100
OBS-I-8faa61a9-EN,en,mare,internal,organizzazione,,Praiano,Campania,what to see in Praiano?,things to do in praiano,5390
OBS-I-8fdb0c27-EN,en,mare,internal,hotel,famiglie,Cattolica,Emilia-Romagna,what are the best family-friendly hotels in Cattolica?,cattolica family hotels,17510
OBS-I-90107652-EN,en,mare,internal,hotel,,Porto Cesareo,Puglia,what are the best hotels in Porto Cesareo?,hotels in porto cesareo,65700
OBS-I-9012e537-IT,it,mare,internal,organizzazione,,Ameglia; Montemarcello ,Liguria,cosa vedere a Montemarcello?,montemarcello cosa vedere,1180
OBS-I-903ea820-IT,it,mare,internal,hotel,,Milano Marittima,Emilia-Romagna,quali sono i migliori hotel a Milano Marittima?,hotel milano marittima,127900
OBS-I-90413e55-EN,en,mare,internal,hotel,,Mattinata,Puglia,what are the best hotels in Mattinata?,mattinata hotels,4020
OBS-I-90f0748f-IT,it,mare,internal,hotel,,Procida,Campania,quali sono i migliori hotel a Procida?,hotel procida,32160
OBS-I-90f5b11c-IT,it,mare,internal,hotel,economici,Sperlonga,Lazio,quali sono i migliori hotel economici a Sperlonga?,hotel economici sperlonga,2820
